哈尔的移动城堡,"主演：倍赏千惠子,木村拓哉,美轮明宏",9.0,继母因无力负担生活，将苏菲和她的两个姐姐都送到了制帽店去当学徒。两个姐姐很快先后就离开了制帽店去追寻各自的梦想，只有苏菲坚持了下来。一天，小镇旁边来了一座移动堡垒，传说堡垒的主人哈尔专吸取年青姑娘的灵魂，所以小镇的姑娘都不敢靠近。一个恶毒的巫婆嫉妒苏菲的制帽技术，用巫术把她变成了一个80岁的老太婆，而且苏菲还不能对别人说出自己身中的巫术。无奈，苏菲决定独自一人逃离小镇。天黑了，虚弱的苏菲没走多远，来到了移动城堡。心想自己已经是老太婆了，苏菲壮着胆子走进了城堡。不想，遇到了和她遭遇相同的火焰魔。两人约定彼此帮助对方打破各自的咒语……
忠犬八公的故事,"主演：Forest,理查·基尔,琼·艾伦",9.3,本影片讲述了忠犬和主人之间的感人故事。八公（Forest 饰）是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克（理查·基尔 饰）在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小狗和帕克教授有着某种缘分，帕克一抱起这只小狗就再也放不下来，最终，帕克对小狗八公的疼爱感化了起初极力反对养狗的妻子卡特（琼·艾伦 饰）。八公在帕克的呵护下慢慢长大，帕克上班时八公会一直把他送到车站，下班时八公也会早早便爬在车站等候，八公的忠诚让小镇的人家对它更加疼爱。有一天，八公在帕克要上班时表现异常，居然玩起了以往从来不会的捡球游戏，八公的表现让帕克非常满意，可是就是在那天，帕克因病去世。帕克的妻子、女儿安迪（萨拉·罗默尔 饰）及女婿迈克尔（罗比·萨布莱特 饰）怀着无比沉痛的心情埋葬了帕克，可是不明就里的八公却依然每天傍晚五点准时守候在小站的门前，等待着主人归来……
东邪西毒,"主演：张国荣,梁朝伟,刘嘉玲",8.9,在恋人（张曼玉 饰）负气嫁给兄长的当晚，欧阳锋（张国荣 饰）黯然离开白陀山，走进沙漠某个小镇，成为一名杀手中介人。他的朋友、风流剑客黄药师（梁家辉 饰）每年都来小镇与他畅饮，酒话里有关白陀山的消息令他忘却往事的念想渐次演变成自欺行为。黄药师只是表面风流。他迷恋好友“盲武士”（梁朝伟 饰）的妻子桃花（刘嘉玲 饰），后者在丈夫死后，永远地离开了他；而对迷恋他的女人慕容嫣（林青霞 饰），他又不愿兑现曾经随口说出的承诺，这使得慕容嫣迷失于自己的身份中。与欧阳锋构成短暂“买凶杀人”关系的洪七（张学友 饰）、村姑（杨采妮 饰）等人，也都有一段只有他们自己才知、不愿回首的痛苦过往。
幽灵公主,"主演：松田洋治,石田百合子,田中裕子",8.9,为了拯救危难中的村民，阿斯达卡的右手中了凶煞神的诅咒。他卡只好离开亲人往西方流浪以寻找解除诅咒的方法。旅途中他遇到了由幻姬大人带领的穷苦村民在麒麟兽的森林里开采铁矿，提炼矿石。白狼神莫娜和她养大的人类女孩“幽灵公主”桑对幻姬恨之入骨，因为她们觉得幻姬带领众人破坏了森林。想帮助人类的阿斯达卡被桑深深吸引，他理解她，但为了帮助穷人又不得不和她作战。一次战斗中，阿斯达卡被麒麟兽所救，他的立场更加摇摆不定。这时，以疙瘩和尚为首的一群人来杀麒麟兽，幻姬以火枪击毙了麒麟，麒麟的头被疙瘩和尚抢走。愤怒的麒麟的灵魂为夺回自己的头，大肆破坏着森林。阿斯达卡和桑联手决定帮麒麟夺回头颅。
盗梦空间,"主演：莱昂纳多·迪卡普里奥,渡边谦,约瑟夫·高登-莱维特",9.2,影片讲述了以道姆·科布为首的盗梦团队为执行拆解费舍尔集团企业的目的，进入集团继承人意识中进行植梦的过程。道姆·科布（莱昂纳多·迪卡普里奥 饰）与同事阿瑟（约瑟夫·戈登-莱维特 饰）和纳什（卢卡斯·哈斯 饰）在一次针对日本能源大亨齐藤（渡边谦 饰）的盗梦行动中失败，反被齐藤利用。齐藤威逼利诱因遭通缉而流亡海外的柯布帮他拆分他竞争对手的公司，采取极端措施在其唯一继承人罗伯特·费舍尔（希里安·墨菲 饰）的深层潜意识中种下放弃家族公司、自立门户的想法。为了重返美国，柯布偷偷求助于岳父迈尔斯（迈克尔·凯恩 饰），吸收了年轻的梦境设计师艾里阿德妮（艾伦·佩吉 饰）、梦境演员艾姆斯（汤姆·哈迪 饰）和药剂师约瑟夫（迪利普·劳 饰）加入行动。在层层递进的梦境中，柯布不仅要对付费希尔潜意识的本能反抗，还必须直面已逝妻子梅尔（玛丽昂·歌迪亚 饰）的处处破坏，实际情况远比预想危险得多……
搏击俱乐部,"主演：爱德华·诺顿,布拉德·皮特,海伦娜·伯翰·卡特",8.8,杰克（爱德华·诺顿 饰）是一个大汽车公司的职员，患有严重的失眠症，对周围的一切充满危机感和憎恨。一个偶然的机会，杰克遇上了卖肥皂的商人泰勒（布拉德·皮特 饰），一个浑身充满叛逆、残酷和暴烈的痞子英雄，并因为自己公寓失火而住进了泰勒破旧不堪的家中。两人因缘际会地成为了好朋友，并创立了“搏击俱乐部”：一个让人们不戴护具而徒手搏击，宗旨在于发泄情绪的地下组织。俱乐部吸引了越来越多的人，逐渐发展成为一个全国性的地下组织，而泰勒也以自己个人的魅力，吸引着那些盲目的信徒。俱乐部的成员们到处滋事打架、大肆破坏，泰勒本人的行为也越来越疯狂。 杰克对于“搏击俱乐部”的现况及泰勒的行为越来越无法忍受，和泰勒发生争执，泰勒离开了他。然而，杰克发现，他走到何处都无法摆脱泰勒的影子，他开始思考：我到底是谁？
疯狂原始人,"主演：尼古拉斯·凯奇,艾玛·斯通,瑞恩·雷诺兹",9.5,原始人克鲁德一家六口在老爸瓜哥（尼古拉斯·凯奇 配音）的庇护下生活。每天抢夺鸵鸟蛋为食，躲避野兽的追击，每晚听老爸叙述同一个故事，在山洞里过着一成不变的生活。大女儿小伊（艾玛·斯通 配音）是一个和老爸性格截然相反的充满好奇心的女孩，她不满足一辈子留在这个小山洞里，一心想要追逐山洞外面的世界。没想到世界末日突然降临，山洞被毁，一家人被迫流离失所。展现在他们眼前的是一个崭新绚丽却又充满危险的新世界，四处都是食人鸟兽和叫不出名字的奇怪生物。危机中，他们遇到了游牧部落族人盖（瑞恩·雷诺兹 配音），凭借他超凡的创造力和革新思想，帮助克鲁德一家一次一次躲过重重困难，渐渐取代了老爸的地位，变成克鲁德全家人的偶像，也和小伊暗生情愫。但这个来历不明的神奇男子旅行的目的究竟是神马？在末日来临时，哪里才是一家人的安居之所？就这样，顽固保守的老爸，叛逆的大女儿小伊，神奇男子盖，像小疯狗一样的baby，疯狂老太奶奶，二缺的弟弟，以及温柔的妈妈，一起踏上了寻找新家园的旅途。他们一路上与拳击猴搏斗，与食人花捉迷藏，还差点酿成了森林大火……旅途中，他们与看似凶猛实则很萌的小鳄犬 、鹦鹉虎成为了朋友，一次又一次化险为夷，途中还发明了许多“高科技”产品。一行人在影片中展开了一场闹腾而又惊险的旅程。
阿凡达,"主演：萨姆·沃辛顿,佐伊·索尔达娜,米歇尔·罗德里格兹",9.0,战斗中负伤而下身瘫痪的前海军战士杰克·萨利（萨姆·沃辛顿 饰）决定替死去的同胞哥哥来到潘多拉星操纵格蕾丝博士（西格妮·韦弗 饰）用人类基因与当地纳美部族基因结合创造出的 “阿凡达” 混血生物。杰克的目的是打入纳美部落，外交说服他们自愿离开世代居住的家园，从而SecFor公司可砍伐殆尽该地区的原始森林，开采地下昂贵的“不可得”矿。在探索潘多拉星的过程中，杰克遇到了纳美部落的公主娜蒂瑞（佐伊·索尔达娜 饰），向她学习了纳美人的生存技能与对待自然的态度。与此同时，SecFor公司的经理和军方代表上校迈尔斯（史蒂芬·朗 饰）逐渐丧失耐心，决定诉诸武力驱赶纳美人……
V字仇杀队,"主演：娜塔莉·波特曼,雨果·维文,斯蒂芬·瑞",8.8,在未来英国的极权统治下，一位名叫伊维（娜塔莉·波特曼 饰）的年轻女子死里逃生，被一名叫V（雨果·维文 饰）的带面具怪人救出，V具有不可思议的战斗能力，其诡计变化多端，手段极其残忍。当他摧毁了伦敦两个标志性建筑并控制了被政府摆布的电视广播以后，一场革命爆发了。市民被煽动，并企图以起义来对抗政府的专治与镇压。不料，伊维意外的得知了V的神秘背景，同时也发现了关于自己的一个巨大真相，给人们带来的正义与自由却把整个社会推向残酷与堕落的深渊。
风之谷,"主演：岛本须美,永井一郎,坂本千夏",8.9,工业文明的高度发展，却最终带来灾难，一场为期7天的虫族毁灭战争摧毁了人类文明。一千年后，工业文明遗留下来的症结仍在困扰这个星球。带有强烈毒性的植物组成了令人望而却步的“腐海”森林，随着时间的推移，腐海有条不紊地向四周蔓延，蚕食周边世界。在一片腐海森林的旁边，居住着一群御风而行的人类。女主角娜乌茜卡和族人依靠海风的力量抵御着有毒孢子的侵蚀，过着平静祥和的生活。直到某一天，战火烧到了这里。西方强国特洛梅意欲重新建立人类霸权，他们计划统一周边诸国，然后向虫族发起总攻。另一方面，一千年前曾主导摧毁人类的上古怪兽“猛怪”重现人间。毁灭战争一触即发，人类的命运将会如何……
放牛班的春天,"主演：热拉尔·朱尼奥,尚-巴堤·莫里耶,玛丽·布奈尔",8.9,1949年的法国乡村，音乐家克莱门特（杰勒德·尊诺 饰）到了一间外号叫“塘低”的男子寄宿学校当助理教师。学校里的学生大部分都是难缠的问题儿童，体罚在这里司空见惯，学校的校长（弗朗西斯·贝尔兰德 饰）只顾自己的前途，残暴高压。性格沉静的克莱门特尝试用自己的方法改善这种状况，他重新创作音乐作品，组织合唱团，决定用音乐的方法来打开学生们封闭的心灵。 然而，事情并不顺利，克莱门特发现学生皮埃尔·莫安琦（尚·巴堤·莫里耶 饰）拥有非同一般的音乐天赋，但是单亲家庭长大的他，性格异常敏感孤僻，怎样释放皮埃尔的音乐才能，让克莱门特头痛不已；同时，他与皮埃尔母亲的感情也渐渐微妙起来。
当幸福来敲门,"主演：威尔·史密斯,贾登·史密斯,坦迪·牛顿",8.9,克里斯·加纳（威尔·史密斯 饰）用尽全部积蓄买下了高科技治疗仪，到处向医院推销，可是价格高昂，接受的人不多。就算他多努力都无法提供一个良好的生活环境给妻儿，妻子（桑迪·牛顿 饰）最终选择离开家。从此他带着儿子克里斯托夫（贾登·史密斯 饰）相依为命。克里斯好不容易争取回来一个股票投资公司实习的机会，就算没有报酬，成功机会只有百分之五，他仍努力奋斗，儿子是他的力量。他看尽白眼，与儿子躲在地铁站里的公共厕所里，住在教堂的收容所里…… 他坚信，幸福明天就会来临。
十二怒汉,"主演：亨利·方达,李·科布,马丁·鲍尔萨姆",9.1,一个在贫民窟长大的18岁少年因为杀害自己的父亲被告上法庭，证人言之凿凿，各方面的证据都对他极为不利。十二个不同职业的人组成了这个案件的陪审团，他们要在休息室达成一致的意见，裁定少年是否有罪，如果罪名成立，少年将会被判处死刑。十二个陪审团成员各有不同，除了8号陪审员（亨利·方达 饰）之外，其他人对这个犯罪证据如此明确的案子不屑一顾，还没有开始讨论就认定了少年有罪。8号陪审员提出了自己的“合理疑点”，耐心地说服其他的陪审员，不断进行案件重演，在这个过程中，他们每个人不同的人生观也在冲突和较量……
速度与激情5,"主演：范·迪塞尔,保罗·沃克,道恩·强森",9.2,距离上一次充满激情的速度生涯已经过去了两年，两位驰骋赛车届的风云人物多米尼克（范·迪塞尔 饰）与布莱恩（保罗·沃克 饰）厌倦了见不得光的躲避警察的生活，为了让自己彻底获得自由，他们决定干最后一票来完成这个目标，而任务地点则是巴西的里约热内卢。多米尼克和布莱恩组成了一支终极赛车团队，和当地的触目惊心的腐败政府展开对战，而神秘的第三方势力也插手了他们的交锋。另一方面，声名显赫的FBI探员卢克（道恩·强森 饰）依然在执着的追捕着多米尼克和布莱恩，他率领精英突击队对两人进行了全面围攻，结果在里约大败而归。不过卢克可不是什么好惹的主，彻底被激怒的他决定设下天罗地网，来彻底的围剿多米尼克和布莱恩。在里约的贫民窟和公路上，一场你死我活的惊心追逐就此上演……
驯龙高手,"主演：杰伊·巴鲁切尔,杰拉德·巴特勒,亚美莉卡·费雷拉",9.0,维京岛国的少年小嗝嗝（杰伊·巴鲁切尔 配音）是部落统领伟大的斯托里克（杰拉德·巴特勒 配音）的儿子，他非常想像自己的父亲一样亲手屠龙——这些飞龙是岛上维京人放牧羊群的主要天敌——但他每次出现在部落屠龙的战斗中都只给大家徒增烦恼。在一次对抗飞龙的战斗中，希卡普偷偷用射龙器击伤了一只最神秘的“夜之怒龙”，并背着族人放生、豢养，甚至驯服了这只龙，还给它起名“无牙”。希卡普的神秘行径引起了一同训练屠龙技巧的女孩阿斯特丽德（亚美莉卡·费雷拉 配音）的怀疑。阿斯特丽德发现了希卡普的秘密，却同时被身骑“无牙”御风而飞的美妙体验所震撼。格雷决定在屠龙成人礼上向远征归来的斯托里克和族人讲明真相，说服大家放弃屠龙，却偏偏弄巧成拙，害得“无牙”被俘，一场更大的灾难就在眼前……
勇敢的心,"主演：梅尔·吉布森,苏菲·玛索,帕特里克·麦高汉",8.8,威廉·华莱士童年时，其父、苏格兰民族英雄马索·华莱士在与英军的斗争中牺牲，他开始接受父亲好友的指导，学习苏格兰文化和武术。青年华莱士（梅尔·吉布森 饰）学成回到故乡，向美丽的少女梅伦求婚，不想梅伦被英军抢去且遭杀害。在广大村民“英雄之后”的呼声中，华莱士率众揭竿起义，并与苏格兰贵族罗伯结成联盟，但不久他发现，苏格兰贵族考虑的只是自身的利益。英王为缓和局势，派伊莎贝拉（苏菲·玛索 饰）前去和华莱士谈判，由于英王只想收买华莱士，根本不顾苏格兰人民的自由和平等，谈判失败，但这一切并不为伊莎贝拉所知。伊莎贝拉归国后发现事情真相，且知晓英王正策划阴招，忙送信给华莱士，而两人的爱情，也在战争与阴谋中悄然滋生。
神偷奶爸,"主演：史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德",9.0,超级坏蛋格鲁（史蒂夫·卡瑞尔 配音）在听说埃及金字塔被盗的新闻后不满市面上新贼辈出，决定在纳法利欧博士（拉塞尔·布兰德 配音）的帮助下建造火箭升空盗取月亮。在向坏蛋银行贷款的过程中，格鲁盗取的收缩射线枪被新贼维克托（杰森·席格尔 配音）抢走。为了夺回收缩射线枪，格鲁决定领养三位孤儿——玛戈（米兰达·卡斯格拉夫 配音）、伊迪丝（达娜·盖伊 配音）和阿格蕾丝（埃尔希·费舍 配音），利用她们进入维克托的城堡兜售饼干的机会实施偷盗，计划成功后再偷偷处理掉三个小孩。然而在平凡的日常相处中，格鲁却发现自己越来越离不开这三个小鬼，但这样的感情用事却将严重影响周密的盗月计划……
飞屋环游记,"主演：爱德华·阿斯纳,乔丹·长井,鲍勃·彼德森",8.9,卡尔（爱德华·阿斯纳 配音）是一个以卖气球为生的老头。自从老伴艾丽病逝之后，卡尔就变得沉默寡言起来。回想过去和艾丽在一起的日子，他们曾经多次都梦想着到南美洲的天堂瀑布去探险，可是为生计奔波的两人，却一直没有时间去完成这次旅行。难道就这样抱着遗憾过一辈子吗？这时候，政府计划要在卡尔所住的地方建造一幢摩天大楼，而在这里住了一辈子的卡尔根本不愿意搬家，但政府已经打算将这个难缠的钉子户送到养老院去。卡尔知道政府接下来的打算，他决定，要带着这幢保存了他一生回忆的屋子一起去旅行！在一大堆五颜六色气球的牵引下，整幢房子飞向了空中，卡尔朝着梦想之地进发——不过老卡尔却万万没有想到，这幢飞屋里闯入了一个不速之客，他就是9岁的胖乎乎小男孩罗素（乔丹·长井 配音）。这个小男孩骗老卡尔说是不小心才闯进来的，其实他是因为参加了野外探险者协会，而如果要成为高级会员，必须拿到一枚徽章，而拿到这枚徽章的条件就是帮助一位老人。罗素选中的帮助对象，就是脾气怪怪的老卡尔。老卡尔一开始并不想让罗素跟自己一起旅行，因此策划了很多办法想把这个讨厌的小孩从飞屋里丢下去，但此刻飞屋被卷进了暴风雨云里，卡尔和罗素一起度过了这个难关，罗素也告诉卡尔，他手中的GPS可以让卡尔更加精确的到达旅行的目的地——天堂瀑布。于是，这一老一少的旅途开始了。老不乐意的卡尔在路上还是想了不少办法踢走罗素，最后都无功而返，两人一路斗气地到了南美，在南美的丛林里，他们结识了很多平时根本见不到的动物，有长着长长大嘴的大鸟，还有会说话的小狗……他们都成为了飞屋里的旅客，随着卡尔和罗素一起旅行。眼看就要到目的地天堂瀑布了，爷孙两人却碰上了一个利欲熏心的探险家查尔斯（克里斯托弗·普卢默 配音），查尔斯认为卡尔和罗素破坏了他的好事，因此决定要拆掉他们的飞屋，让他们坠毁……究竟卡尔和罗素如何度过这场危机，顺利地到达天堂瀑布呢？
黑客帝国3：矩阵革命,"主演：基努·里维斯,雨果·维文,凯瑞-安·莫斯",8.8,第二集中，尼奥（基努·里维斯 饰）没有能从摧毁内部“母体”，他的身体在真实世界的飞船上陷于昏迷，思想却被困在介于“母体”和真实世界的中间地带，这个地方由“火车人”控制。墨菲斯（劳伦斯·菲什伯恩 饰）和崔妮蒂（凯莉-安·摩丝 饰）等人知道了尼奥的情况，在守护天使的带领下，找到了“火车人”的控制者梅罗纹奇，经过一番激斗，将尼奥救了出来。此时，电子乌贼部队对锡安发起了猛烈的攻击，人类组织所有机甲战士展开顽强的抵抗，形势危在旦夕；尼奥和崔妮蒂驾驶了一艘飞船克服重重困难，到达机器城市，尼奥终于见到了机器世界的统治者“机器大帝”，双发谈判并达成了协议：尼奥除掉不受“母体”控制的史密斯，以换取锡安的和平。在“母体”中，尼奥和史密斯展开了关系人类生死存亡的最后决斗。
怦然心动,"主演：玛德琳·卡罗尔,卡兰·麦克奥利菲,艾丹·奎因",8.9,布莱斯（卡兰·麦克奥利菲 饰）全家搬到小镇，邻家女孩朱丽（玛德琳·卡罗尔 饰）前来帮忙。她对他一见钟情，心愿是获得他的吻。两人是同班同学，她一直想方设法接近他，但是他避之不及。她喜欢爬在高高的梧桐树上看风景。但因为施工，树被要被砍掉，她誓死捍卫，希望他并肩作战，但是他退缩了。她的事迹上了报纸，外公对她颇有好感，令他十分困惑。她凭借鸡下蛋的项目获得了科技展第一名，成了全场焦点，令他黯然失色。她把自家鸡蛋送给他，他听家人怀疑她家鸡蛋不卫生，便偷偷把鸡蛋丢掉。她得知真相，很伤心，两人关系跌入冰点。她跟家人诉说，引发争吵。原来父亲一直攒钱照顾傻弟弟，所以生活拮据。她理解了父母，自己动手，还得到了他外公的鼎力相助。他向她道歉，但是并未解决问题。他开始关注她。鸡蛋风波未平，家庭晚宴与午餐男孩评选又把两人扯在了一起……
三傻大闹宝莱坞,"主演：阿米尔·汗,黄渤,卡琳娜·卡普尔",9.1,本片根据印度畅销书作家奇坦·巴哈特（Chetan Bhagat）的处女作小说《五点人》（Five Point Someone）改编而成。法兰（马德哈万 R Madhavan 饰）、拉杜（沙曼·乔希 Sharman Joshi 饰）与兰乔（阿米尔·汗 Aamir Khan 饰）是皇家工程学院的学生，三人共居一室，结为好友。在以严格著称的学院里，兰乔是个非常与众不同的学生，他不死记硬背，甚至还公然顶撞校长“病毒”（波曼·伊拉尼 Boman Irani 饰），质疑他的教学方法。他不仅鼓动法兰与拉杜去勇敢追寻理想，还劝说校长的二女儿碧雅（卡琳娜·卡普 Kareena Kapoor 饰）离开满眼铜臭的未婚夫。兰乔的特立独行引起了模范学生“消音器”（奥米·维嘉 Omi Vaidya 饰）的不满，他约定十年后再与兰乔一决高下，看哪种生活方式更能取得成功。 本片获孟买电影博览奖最佳影片、最佳导演、最佳配角（波曼·伊拉尼）、最佳剧本等六项大奖，并获国际印度电影协会最佳影片、最佳导演、最佳剧情、最佳摄影等十六项大奖。
断背山,"主演：希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯",9.0,美国怀俄明州的西部，沉默寡言的农夫恩尼斯（希斯·莱杰 饰）和热情开朗的牛仔杰克（杰克·吉伦希尔 饰）一道被派到山上牧羊，那里人迹罕至，他们只有与羊群为伴，生活单调无味。一个天寒地冻的夜晚，在酒精与荷尔蒙的作用下，他们做了“不该做的事情”，也就此他们在断背山上度过了人生中最美好的时光。季节性放牧结束，迫于世俗压力，杰克和恩尼斯不舍地与对方分离并各自结婚生子。恩尼斯迎娶了自幼相识的阿尔玛，并有了两个可爱的女儿；杰克到了德州，在妻子露琳家族的扶植下事业顺利，还有了个儿子。虽然彼此真心相应，他们只能每年定期约会。一边知情的阿尔玛痛苦无比，而他们又无法满足一年只有几天的团聚。这时意外发生……
闻香识女人,"主演：阿尔·帕西诺,克里斯·奥唐纳,加布里埃尔·安瓦尔",8.8,查理（克里斯·奥唐纳 饰）是一个普通的中学生，他因为见证着一件恶作剧但又不想出卖朋友，于是面临着一道艰难的选择题——要么坦白，要么被学校勒退。而史法兰（阿尔·帕西诺 饰）是一个退伍军官，因为意外失明，人生从顶点的辉煌滑落谷底。自从两人的人生有了交集，命运的转折慢慢清晰。史法兰打算结束失去了意义的生活，于是在查理的陪伴下，尽情享受着人生最后一趟出行。他吃最美味的佳肴，买光鲜的汽车，在狭窄的街道上飚车，住在豪华的套房里，跟随陌生女子的袅袅香水味，跳一段优雅性感的探戈……极乐的疯狂后，他拿枪对准了自己的头颅。然而，查理声嘶力竭的劝阻改变了一切，曙光亦渐渐在这个老人心中重新升起，二人情深如父子。史法兰在学校礼堂激昂演说，挽救了查理的前途，讽刺了学校的伪善。二人在互相鼓舞中得到重生。
鬼子来了,"主演：姜文,姜宏波,陈强",8.9,抗日战争末期，河北某偏僻乡村挂家台的老实村民马大三（姜文 饰）迎来棘手难题：某人将分别装有日本鬼子花屋小三郎（香川照之 饰）和汉奸翻译董汉臣的麻袋扔给他，声称不日来取，却迟迟不见其来。厚道的马大三一边将两人当亲爹娘侍奉，一边同村人商议计策，最后决定将两人处死，但终因“天意”不了了之。巧舌如簧的董汉臣为自救，设法令挂甲台村民与花屋小三郎签署合约，称将花屋安全送到日方宪兵队后，村民可得到几大车粮食。马大三与众村民兴高采烈赶到宪兵队，将俘虏交由日方，然而日方并无“以其礼还其礼”的教养。
飞越疯人院,"主演：杰克·尼科尔森,路易丝·弗莱彻,威尔·萨姆森",8.8,影片讲述了一个被迫送进疯人院的罪犯想带领大家逃离的故事。麦克墨菲（杰克·尼科尔森 饰）为了逃避监狱里的强制劳动，被送进了精神病院。麦克墨菲多次挑战了医院严格的管理制度，受到护士长瑞秋（路易丝·弗莱彻 饰）的百般阻挠。麦克再也无法忍受疯人院的生活，他联合病友，高大的印第安人酋长（威尔·萨姆森 饰）等，开始自己飞越疯人院的计划……
美国往事,"主演：罗伯特·德尼罗,詹姆斯·伍兹,伊丽莎白·麦戈文",9.1,二十年代的美国，纽约少年“面条”（罗伯特·德尼罗 饰）和几个同龄朋友一起认识了聪明狡黠的“麦大”（詹姆斯·伍兹 饰），他们开始从事走私活动。不久，面条在一场械斗中杀伤人命，被关进监牢。若干年后，“面条”出狱，当时的小伙伴们已经变成了健壮的青年人，在“麦大”的带领下，他们开始了一系列抢劫、盗窃、敲诈活动。随着犯罪活动的不断深入，“麦大”似乎被胜利冲昏了头脑，竟然把美国联邦储备银行也列入了行动目标。“面条”不忍眼看好友走向毁灭，偷偷打电话报警，想逼迫“麦大”收手。警察与“面条”的朋友展开激烈枪战，“麦大”等人全部被杀。“面条”带着深深的悔恨和痛苦，离开纽约，回到年少时生长的地方。三十五年过去了，几近垂暮的“面条”重新回到纽约的伤心地，他遇见了少时的朋友和旧情人，而当年“麦大”他们的死，背后竟然包含着出乎意料的阴谋。
少年派的奇幻漂流,"主演：苏拉·沙玛,伊尔凡·可汗,塔布",9.1,故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波 饰）无意间得知派·帕帖尔（伊尔凡·可汗 饰）的传奇故事。派的父亲（阿迪尔·胡山 饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛 饰 ）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约 饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意外开始了……
致命魔术,"主演：休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩",8.8,十九世纪中后期的伦敦，人们还尚未对现代文明有着更加深刻而科学的认识。因此魔术师这一职业在这座堪称国际化的大都市里有着颇高的地位。尤其是贵族出身的魔术师罗伯特·安吉尔（休·杰克曼 饰）更是这一行业的代表人之一。他的同行阿尔弗莱德·伯登（克里斯蒂安·贝尔 饰）虽身家并没有前者的高贵，却也凭借一身的好本事在行内也占得一席之地。实际上，安吉尔与伯登很小的时候就是好朋友，由于两人皆天资聪慧，双双醉心于魔术表演并各自有着不同的特长和本领。但让长大成人后现实中的一切包括名和利种种，渐渐将一对好友推向了敌对的两面。成了同行里的红眼冤家。为了能够成为伦敦城内著名的维多利亚音乐大厅里最受欢迎的魔术师，安吉尔同伯登之间展开了长久而艰苦的争斗。他们一边加强自己的技艺，一边不惜互派卧底，打探彼此的底细，然后加以揭穿或破坏。生性有些偏执的伯登擅长一种能够令观众们难以置信的分身术，他能够在两个封闭的容器内自由穿越，此招数一度将安吉尔的铁杆观众几乎都吸引了过来。安吉尔自然也不甘示弱，他为了能够打败伯登，开始求助于科学家尼姑拉·特斯拉（大卫·鲍伊 饰），请他发明一些奇特的表演道具，其中就包括一个短距离穿越时空的机器，这样在舞台上，他就能以一种不可思议的方式战胜伯登。然而，争强好胜的伯登心头渐渐起了邪念，他想到了更加狠毒的办法来对抗安吉尔。两人的魔术之争也因此逐渐升级、愈演愈烈，直到他们的争斗酿出了一桩惨不忍睹的血案……
美丽心灵,"主演：罗素·克劳,詹妮弗·康纳利,艾德·哈里斯",8.8,本片是关于20世纪伟大数学家小约翰·福布斯-纳什的人物传记片。小约翰·福布斯-纳什（拉塞尔·克劳 饰）在念研究生时，便发表了著名的博弈理论，该理论虽只有短短26页，却在经济、军事等领域产生了深远的影响。但就在小约翰·福布斯-纳什蜚声国际时，他的出众直觉因为精神分裂症受到困扰，然而这并没阻止他向学术上的最高层进军的步伐，在深爱他的妻子艾丽西亚（珍妮弗·康纳利 饰）的鼓励和帮助下，他走得虽然艰缓，却始终没有停步，而最终，凭借十几年的不懈努力和顽强意志，他如愿以偿。
哈利·波特与死亡圣器（下）,"主演：丹尼尔·雷德克里夫,鲁伯特·格林特,艾玛·沃森",9.0,当又一次和伏地魔（拉尔夫·费因斯 饰）的意识连通，哈利·波特（丹尼尔·雷德克里夫 饰）断定最后一件魂器藏在霍格沃茨，于是和罗恩（鲁伯特·格林特 饰）、赫敏（艾玛·沃森 饰）一同返回阴云密布的学校。在好友们的帮助下，他们成功驱逐了斯内普（艾伦·瑞克曼 饰），然而觉察到哈利目的的伏地魔则率领徒众向霍格沃茨逼近。食死徒、摄魂怪、巨人疯狂涌入这所有着悠久历史的魔法学校，正邪决战旋即爆发，一时间血雨腥风，死伤无数。从斯内普的眼泪中，哈利不仅了解到父辈的故事，也证实了藏缅于他体内最后的秘密。在此之后，他也和伏地魔迎来了最后的对决……
