,,,
it从业,2018/5/3 21:25,selenium弹窗集锦,"一、普通弹出框 div
一般这种弹出框都属于dom的一部分，我们查看一下页面源码就可以定位到改弹出框了，然后定位下右上角的那个关闭，这里有id，所以很方便通过
dr.findElement(By.id(""xxx"")).click(); 就可以关掉这个弹出框了。
二、新窗口弹出框
这里我们可以看到点击open new window 这个链接以后会弹出一个新浏览器窗口.
这时，我们就需要用switch window的方法了，一般对于两个窗口来说，我们直接可以简单的switch到非当前窗口就可以了, 代码如下:
Set handles = dr.getWindowHandles();
String currentHandle = dr.getWindowHandle();
for(String handle : handles)
{
if(!handle.equals(currentHandle))
{
dr.switchTo().window(handle);
break;
}
}
如果窗口更多的话，我们就需要通过其他方式，比如窗口的title, 或是新窗口的url来判断我们需要切换的那个窗口。
三、Alert弹出框
最后我们介绍些Alert弹出框的情况，
1). Alert 类型：
点击ok
dr.switchTo().alert().accept();
2). Confirm 类型:
点击ok
dr.switchTo().alert().accept();
点击Cancel
dr.switchTo().alert().dismiss();"
,,,
软件测试的修行者,2018/4/23 17:21,Selenium学习1-Web Element的识别和定位,"定位
find_element_by_id(‘id_value')：通过元素的id属性来查找元素；
find_element_by_name('name_value')：通过name属性来查找元素；
find_element_by_tag_name(“tag_name_vaule”)：通过标签名称tag_name来查找元素；
find_element_by_class_name(“class_name”)：通过class_name定位元素；
find_element_by_xpath(“xpath”)：通过Xpath定位元素；
find_element_by_xpath(""//标签[@属性名=属性值]"")：属性名可以是id、name、class或者其他可唯一标识该标签的元素；
find_element_by_css_selector("".类属性值"")：通过class属性定位；class选择器选择class=""a""的所有元素，点号(.)表示通过class属性定位元素；
find_element_by_css_selector(""#id值"")： id选择器选择id=""a""的所有元素，#号表示通过id属性定位元素；
find_element_by_css_selector(""[属性名=属性值]"")：通过标签属性定位；
find_element_by_link_text(“text_vaule”)：通过link定位元素，适用于页面中出现的文字链接;
find_element_by_partial_link_text()：部分文字匹配；
driver.find_element_by_link_text(u""维保计划"").click() #点击“维保计划”超链接；driver.find_element_by_partial_link_text(u""计划"").click() #链接中文字的部分匹配也可以；
这里我们了解一下浏览器打开超链接时，如果是chrome，点超链接的同时按下Ctrl会打开新标签，按下shift会打开新窗口。
selenium有两个关于获取窗口的方法：
driver.getWindowHandle()： 返回的是字符串，获取当前窗口的句柄
driver.getWindowHandles()： 返回的是 Set<String> ，获取所有窗口
如果你想在窗口之间切换：driver.switchTo().window(window);
Action
click(elementLocation):点击超链接、按钮，复选框，单选框；
clickAndWait：点击并等待；
open(url)：在浏览器中打开URL；
type(inputLocator,Value):模拟人手输入的过程，也适合给复选框和单选框赋值；
例如：<input type=""text"" name=""code"" value="""" class=""check_inp"" placeholder="" 输入编号"">
在selenium上录制时：
代码时，用send_keys方法：
driver.find_element_by_name(""code"").send_keys('B_00001')
select(dropDownLocator,optionSpecifier)：选择一个下拉项的值；
例如：
<select id=""level"" name=""level"" class=""organ-info cenz check_inp check_inps"">
<option value="""">请选择任务级别</option>
<option value=""1"">低</option>
<option value=""2"">中</option>
<option value=""3"">高</option>
<option value=""4"">紧急</option>
</select>
在selenium上录制时：
代码时，
方法一：Select(driver.find_element_by_name('level')).select_by_index(2)方法二：Select(driver.find_element_by_id(""level"")).select_by_visible_text(u""中"")方法三：Select(driver.find_element_by_name('level')).select_by_value('2')
选择select的option有以下三种方法：
selectByIndex(int index) ：通过index，从0开始，选择第几个选项的值；
selectByVisibleText(String text) ：通过匹配到的可见字符，即在下拉时我们可以看到的文本；
selectByValue(String value) ：通过匹配到标签里的value的值；
selectWindow：选择弹出窗口
pause：等待指定时间，以毫秒为单位，即要睡眠的时间
setSpeed：设定执行速度。以毫秒延迟间隔长度。默认没有延迟，即为0
setTimeout：指定等待动作完成的等待时间。默认为30秒。需要等待的动作包括了OPEN 和WAITFOR
goBack：模拟用户点击其浏览器上的“back”按钮
close：模拟用户点击弹出窗体或表单标题栏上的”关闭”按钮
辅助accessors
storeElementPresent(locator,variableName)：用于检查应用程序的状态并将结果存储到变量中
断言
常用的两咱模式： Assert 和Verify；
Assert：失败时，该测试将终止。
Verify：失败时，该测试将继续执行，并将错误记入日显示屏 。也就是说允许此单个 验证通过。确保应用程序在正确的页面上。
assertLocation：判断当前是在正确的页面
assertTitle：检查当前页面的title是否正确
assertValue：检查input的值， checkbox或radio，有值为”on”无为”off”
assertSelected：检查select的下拉菜单中选中是否正确
assertSelectedOptions：检查下拉菜单中的选项的是否正确
assertText：检查指定元素的文本
assertTextPresent：检查在当前给用户显示的页面上是否有出现指定的文本
assertTextNotPresent：检查在当前给用户显示的页面上是否没有出现指定的文本
assertAttribute：检查当前指定元素的属性的值
assertTable：检查table里的某个cell中的值
assertEditable：检查指定的input是否可以编辑
assertNotEditable：检查指定的input是否不可以编辑
assertAlert：检查是否有产生带指定message的alert对话框
waitForElementPresent ：等待检验某元素的存在。为真时，则执行。"
,,,
云测学院,2017/11/7 19:13,软件测试Selenium自学免费课第二节：编写你的第一个Selenium测试,"使用Selenium开始测试前，你需要知道两条最基本的信息：你想要用的页面元素是哪些和你想要用他们做些什么。这两点日后就会像你的双拳一样，不断发威、重复出击直到达到你测试某一个程序的最终工作目标——这个目标达成的时候也就是你判定到此阶段这些执行的结果是你预期结果的时候。
以登录一个网站为例。Selenium可以:
访问该网站的登录页面
找到登录表单的用户名字段并输入用户名
找到登录表单的密码字段并输入密码
找到并单击“提交”按钮
Selenium能够通过不同的定位策略找到页面上的元素并与之进行交互。其中包括(按字母顺序排序):
类Class
CSS选择器
ID
链接文本
Name
部分链接文本
标签名
XPath
每个元素都有其存在的目的,但现在你只需要知道几个就可以开始编写有效的测试。
如何找到定位器
找到定位器最简单的方式就是去检查页面上的元素。现下主流的浏览器都有预装开发工具,你可以通过已有的浏览器检查到这些页面元素，轻松完成这一步。
查看页面时,右键点击你想要检查的元素并单击检查，这时页面会弹出一个小窗口,所有页面的标记都在其中显示，从这个窗口中你可以查看到页面上所有独特属性或描述性的属性以便你使用。
如何找到高质量的元素
你想要找的应该是一个惟一的、描述性的、不太可能更改的元素。
成熟的候选对象是id和class属性。而文本(例如，链接的文本)则不太理想，因为它更容易改变。当然这一点可能不成立，如果你想尝试的话，这也是一个很好的目标。
如果你试图使用的元素身上并没有唯一的id或类属性，那么可以查看包含他们的元素(即父元素)。通常，父元素都会有一个独特的元素，你可以利用这个独特的元素指向你想要使用的那个子元素。
当你找不到任何独特的元素时，就要与开发团队沟通，让他们知道你想要达到的目标。对于他们来说，为页面添加有用的语义标记使其更加利于测试，是一件微不足道的事情——特别是当他们知道你想要自动化测试时。寻找拎一个替代方案可能会是一个漫长而痛苦的过程，最后可能会产生一份测试代码，但它会变得脆弱，难以维护。
一旦你确定了测试的目标元素，就进入到使用到Selenium策略来创建一个定位器的阶段了。
实战部分（一个例子）
第1部分:找到元素，编写测试
这是标准的登录表单的标记(在互联网上搞到的登录的例子)。
请注意表单中的独特元素。 用户名输入字段具有唯一的ID，密码输入字段也是如此。 提交按钮没有，但它是页面上唯一的按钮，所以我们可以很容易地找到它并点击它。
让我们把这些元素用于我们的第一个测试。 首先，我们需要在项目目录的根目录下创建一个名为tests的新文件夹。 其中我们将创建一个名为login_test.py的新测试文件和一个名为__init__.py的目录必需Python文件。 当我们完成创建后，我们的目录结构应该是这样的。
下面是我们将要在测试文件中添加的代码，来使用selenium命令和创建定位器。
在导入pytest和Selenium的必需类之后，我们首先声明一个测试类，例如，class TestLogin() ，然后我们在类中声明一个名为driver的方法。之后，我们添加一个装饰器来表示这是一个fixture，例如，pytest.fixture ，这样在pytest中默认地，所有测试方法会调用fixture方法，因此，我们可以使用这个方法来对我们的Selenium实例进行setUp初始，或tearDown回收初始化数据垃圾。
装饰器的作用，可参考知乎《如何理解Python装饰器？》：https://www.zhihu.com/question/26930016
创建一个Selenium实例，我们先调用webdriver. firefox()并将其存储在一个变量中。由于该方法实际上是个驱动程序，因此这里我们将此变量称为driver_。这个变量将在该方法的末尾返回，这个地方我们的测试中很快就会用到。
方法有两个参数self和request。self是类方法的必需参数；request是可用于fixture的参数，测试运行期间利用它可以访问大量的东西。另外还有一个相关的方法:request.addfinalizer。测试方法完成后会传递给addfinalizer。因此我们调用driver_. quit()并将其传递到addfinalizer方法中。
我们的测试方法从这个词开始：test_(这使得pytest知道该方法是一个测试)。它有两个参数，self和driver。driver让我们访问到之前在类顶部创建的fixture方法。该方法会返回一个浏览器实例，我们可以使用Selenium命令来引用这个变量目录。在这个测试中，我们通过它的URL访问登录页面(driver.get())，通过ID找到输入字段(driver.find_element(By.ID, ""username""))，在输入框中输入文本(使用.send_keys())，然后单击提交按钮提交表单(例如，By.CSS_SELECTOR,""button"").click() )。
保存该文件并运行py.test，它就会逐步执行了。但有一件事缺失了——断言（assertion）。为了找到一个元素来写断言，我们需要看到提交登录表单后的页面的标记是什么。
第2部分:找出进行Assert断言的部分
下面显示的是登录后包含页面标记的代码。
在这种标记中，我们可以使用一些元素来进行断言，这里有flash massage(最吸引人)的类，logout按钮(有吸引力)，或者是h2或flash massage的副本(最不吸引人)。
由于flash massage的类名是描述性的，表示一个成功的登录，相较于其副本不太可能会改动，所以我们选它。
当我们试图访问这样的元素时(例如,多个词连接起来命名的类),我们将需要使用一个CSS选择器或XPath。
注意:CSS选择器和XPath这两个方式效果都不错,但本课程中的例子都选择CSS选择器。
CSS选择器快速入门
在网页设计中使用CSS(层叠样式表)将样式应用到页面上的标记(HTML)。CSS是能做到这一点通过声明的哪位标记它想改变通过使用选择器。硒在类似的方式运营,而是改变元素的风格,这与他们通过点击,获取值,打字,送钥匙,等等。
CSS选择器是一个非常简单和方便的方式编写定位器,特别是难以到达的元素。
在web设计中，CSS(层叠样式表)用于将样式应用于页面上的带标记部分(HTML)。CSS选择器通过声明来改变标记区的特定部分来实现这一点。Selenium以类似的方式运行，但是它没有改变元素的样式，而是通过单击、获取值、键入、send key等来与它们交互。
CSS选择器是一种非常简单、方便的编写定位器的方法，特别是对于很难到达的元素。
现在，你需要知道的是。在CSS中，类名以点(.)开头。对于有多个单词的类，在每个单词前面加一个点，并删除它们之间的空间(例如，.flash.success来表示 class='flash success')。
第3部分:编写Assertion进行验证
有了定位器后,我们再添加一个验证它的Assert部分。
With assert we are checking for a true Boolean response. If one is not received the test will fail. With Selenium we are seeing if the success message element is displayed on the page (with .is_displayed). This Selenium command returns a Boolean. So if the element is rendered on the page and is visible (e.g., not hidden or covered up by an overlay), true will be returned, and our test will pass.
When we save this and run it it will run and pass just like before, but now there is an assertion which will catch a failure if something is amiss.
利用Assert我们可以检测到布尔响应的true值。如果没有收到，测试就代表失败。Selenium命令.is_displayed 会返回布尔值，通过判断返回的是True还是False可以知道测试是否成功。如果元素在页面上呈现，并且是可见的(例如，没有被覆盖)，true将被返回，就代表我们的测试通过了。
当我们保存并运行文件时，它会像以前一样运行；不同的是，添加了Assert部分之后，如果有什么事情出错将会返回失败信息。
再确保一下
为了确保这个测试正在做我们认为应该做的事情，让我们尝试人为改变Assert部分中的定位器，尝试强制失败并再次运行。 一个简单的定位器名称错误就足够了。
下节课,我们将学习编写可维护的测试代码。"
,,,
it从业,2018/3/3 14:49,自动化设计基础（selenium）,"今天我们来讲一下自动化测试框架selenium的定位方法和测试点，其实selenium非常简单，就是一些API和了解一些定位方法就可以完全掌握，首先来看看定位方法
一、定位方法
selenium有三类定位元素的方法，
第一种是直接通过属性、标签以及链接来定位，
第二种是XPath方式
第三种是CSS方式
参考下图
最后总结一下，我们平时工作中最常用的就是xpath，为什么这么说呢，因为平时的开发变动较大，为了减少对我们测试的影响，我们需要采用xpath这种定位方式
二、测试点
上图只是selenium的一些基础，只有掌握了这些基础，才能更进一步的去提升自己，更好的在实际项目中去操作
三、pom
pom为我们设计自动化用例提供了指导，而我在实际的应用中也是完全应用pom设计模式"
,,,
软件测试BlackCoffee,2018/6/8 21:59,第二章：Python Selenium 自动化测试之selenium IDE 入门,"selenium环境搭建
浏览器：火狐浏览器，只能是火狐
必备的插件：FireBug 和FirePath，这两个是FireFox的拓展，需要额外的安装，值得注意的是，在2016 年 6 月，Firebug 和 Firefox DevTools 整合在一起了,在2017年的时候和大家说再见了，所以高版本的FireFox无法安装FireBug。FireBug的作用主要是用来调试网页的，FirePath的作用主要是定位网页元素的。
selenium IDE简介：一个Firefox插件，需要额外安装，可以录制用户的基本操作，生成测试用例。随后可以运行这些测试用例在浏览器里回放，可将测试用例转换为其他语言的自动化脚本。selenium IDE安装，用火狐浏览器打开 https://addons.mozilla.org/en-US/firefox/addon/selenium-ide/，然后点击Add to Firefox就好了，这个网站加载的有点慢。
selenium IDE打开:
打开的界面如下：
不同版本的浏览器安装的IDE版本可能不一样，这里安装的是最新的版本
selenium IDE界面大致介绍：
1.用来填写被测网站的地址。
2.速度控制：控制案例的运行速度。
3.运行所有：运行一个测试案例集中的所有案例。
4.运行：运行当前选定的测试案例。
5.录制：点击之后，开始记录你对浏览器的操作。
6.案例集列表。
7.当选中前命令对应参数。
8.日志：案例运行时的日志
9.新建案例
10.测试的结果
新版的IDE相对于老版的IDE简化很多功能。比如去掉了定时执行、单步执行等等。
selenium IDE的使用
基本的步骤如下：
输入测试网页的地址
打开录制按钮
在浏览器界面进行相关操作
回放录制的脚本(注意回放的时候，浏览器一定要处于打开的状态)
保存测试脚本
注意：selenium为我们录制的脚本不是100%符合我们的需求的，所以，编辑录制的脚本是必不可少的工作。
selenium IDE常用的命令
Selenium 的命令格式
语法:Command Target Value
Command:操作命令
Target:操作对象，通常是页面及页面元素
Value:作为断言的值
Comment:相当于注释
open(打开)：
(1)作用：打开指定的URL，URL可以为相对的也可以是绝对的URL
(2)target：要打开的URL，value值为空，当target为空的时候，将要打开baseURL中填写的页面
(3)当target不为空切值为相对路径，将打开baseURL+target页面，如，假设baseURL为https://cnblogs.com,而target为/blog/all/，则执行open命令的时候，将打开：https://cnblogs.com/blog/all/
(4)当target以http://开头的时候，将忽略baseURL，直接打开target的网址
pause（暂停）
(1)作用：暂停脚本运行
(2)waittime：等待时间，单位ms
goBack(后退)
作用：模拟单机浏览器的后退按钮，由于没有参数，所以target和value可不填
refresh(刷新)
作用：刷新当前页面，由于没有参数，所以target和value可不填
windowMaximize(最大化)
作用：将当前的窗口最大化，即设置为全屏显示，由于没有参数，所以target和value可不填
click(点击)
作用：单击一个按钮，链接，复选框或者单选按钮，如果该单击事件导致新的页面加载，命令将会加上后缀AndWait,即clickAndWait,或者waitForToLoad命令
type(输入)
作用：向指定输入域中输入指定的值，也可以为下拉框，复选框，和单选按钮赋值
target：元素的定位表达式，如id=kw
value：要输入的值
selec(selectLocator,optionLocator)
作用：模拟人工单击下拉列表框，selectLocator：指向指定选择元素的定位器,optionLocator：选项的选择器，（默认为标签）
注意：选项的定位方式和下拉框的定位方式有所不同，选项的定位方式：label和Value
label=文本值，基于选项的文本进行匹配（默认方式），如label=three
Value=实际值，基于选项的真实进行匹配的，如：value=4
close(关闭)
作用:用于模拟用户单击窗口上的关闭按钮,没有参数，target和value可以不填写
selenium断言
概念：断言就是验证程序的状态是否同期望的一致
断言的四种模式
1.Assert:断言失败时，案例将终止，并宣布用例执行失败
2.Verify:断言失败时，测试还会继续执行，并将错误记录日志，允许单个验证通过，提高脚本的伸缩性
3.Waitfor:用于等待某些条件为真，可用于AJAX应用程序的测试，如果为真，他们讲立即成功执行，如果不为真则将失败并暂停测试，知道超过当前设定的时间，经常和setTimeout一起使用
4.store:定义变量，可以获取页面的相关元素进行判断
断言的五种手段
Title:获取页面的标题
Value:获取元素的值
Text:获取元素文本的信息
Table:获得元素标签
ElementPresent:获得当前元素
常用的断言
assertTitle:检查当前页面的标题是否正确
assertValue:检查输入框的值，单选或复选框的值
verifyValue:验证元素的值
selenium IDE只能做简单的自动化场景，下一章我们从Python开始。"
,,,
python蔷薇,2017/9/21 10:53,Selenium+PhantomJS加载ajax数据,"如果您对相关知识有兴趣，欢迎加群（526929231）与大神一起共同学习交流
如今的网站有两种。一种是同步加载的。另一种是异步加载的，也即我们常说的用ajax。对于那种同步加载的网站，普通的爬虫程序轻轻松松的就能搞定。但是对于那种异步请求数据的网站，就不能走寻常路了。对于这种情况，通常的解决方案是使用selenimu+PhantomJS组合来完成。有的童鞋可能还不是很了解这两者之间的关系，接下来做个简单介绍：
selenium：是一个web的自动化测试工具，最初是为网站自动化测试而开发的.我们可以通过他使用代码来操作浏览器以及其中的网页元素。selenium支持绝大部分的浏览器，以及类似PhantomJS这种无界面的浏览器。
PhantomJS：是一个基于Webkit的“无界面”(headless)浏览器。他除了没有界面，其他功能跟普通浏览器是一样的。也正因为他没有界面，因此运行效率比普通浏览器要高。
PhantomJS安装：
从http://phantomjs.org/下载合适自己电脑版本的PhantomJS。然后根据自己的操作系统配置其环境变量。比如mac或者linux
，可以把PhantomJS放置在/usr/bin或者/usr/local/bin中。而windows用户也可以在我的电脑->属性->环境变量中配置好PhantomJS所在的路径。
selenium使用介绍：
安装：sudo pip install selenium。
使用以下代码做个简单介绍.这篇教程不打算对selenium做细节的讲解。如果想要详细了解使用细节，可以访问http://selenium-python.readthedocs.io/或者加我企鹅号（2156600937）我索要教程：
获取豆瓣热门排行版的电影数据
豆瓣热门电影的数据，不是一次性加载的。而是通过点击加载更多的方式获取更多数据的。因此我们不能使用传统的方式爬数据。这里我们使用selenium+PhantomJS的方式爬取异步加载的电影："
,,,
程序员小新人学习,2018/7/15 11:38,selenium之 玩转鼠标键盘操作（ActionChains）,"用selenium做自动化，有时候会遇到需要模拟鼠标操作才能进行的情况，比如单击、双击、点击鼠标右键、拖拽等等。而selenium给我们提供了一个类来处理这类事件——ActionChains
selenium.webdriver.common.action_chains.ActionChains(driver)
这个类基本能够满足我们所有对鼠标操作的需求。
1.ActionChains基本用法
首先需要了解ActionChains的执行原理，当你调用ActionChains的方法时，不会立即执行，而是会将所有的操作按顺序存放在一个队列里，当你调用perform()方法时，队列中的时间会依次执行。
这种情况下我们可以有两种调用方法：
链式写法
menu = driver.find_element_by_css_selector("".nav"")
hidden_submenu = driver.find_element_by_css_selector("".nav #submenu1"")
ActionChains(driver).move_to_element(menu).click(hidden_submenu).perform()
1
2
3
4
分步写法
menu = driver.find_element_by_css_selector("".nav"")
hidden_submenu = driver.find_element_by_css_selector("".nav #submenu1"")
actions = ActionChains(driver)
actions.move_to_element(menu)
actions.click(hidden_submenu)
actions.perform()
1
2
3
4
5
6
7
两种写法本质是一样的，ActionChains都会按照顺序执行所有的操作。
2.ActionChains方法列表
click(on_element=None) ——单击鼠标左键
click_and_hold(on_element=None) ——点击鼠标左键，不松开
context_click(on_element=None) ——点击鼠标右键
double_click(on_element=None) ——双击鼠标左键
drag_and_drop(source, target) ——拖拽到某个元素然后松开
drag_and_drop_by_offset(source, xoffset, yoffset) ——拖拽到某个坐标然后松开
key_down(value, element=None) ——按下某个键盘上的键
key_up(value, element=None) ——松开某个键
move_by_offset(xoffset, yoffset) ——鼠标从当前位置移动到某个坐标
move_to_element(to_element) ——鼠标移动到某个元素
move_to_element_with_offset(to_element, xoffset, yoffset) ——移动到距某个元素（左上角坐标）多少距离的位置
perform() ——执行链中的所有动作
release(on_element=None) ——在某个元素位置松开鼠标左键
send_keys(*keys_to_send) ——发送某个键到当前焦点的元素
send_keys_to_element(element, *keys_to_send) ——发送某个键到指定元素
接下来用示例来详细说明和演示每一个方法的用法：
3.代码示例
1. 点击操作
示例网址http://sahitest.com/demo/clicks.htm
代码：
# -*- coding: utf-8 -*-
from selenium import webdriver
from selenium.webdriver.common.action_chains import ActionChains
from time import sleep
driver = webdriver.Firefox()
driver.implicitly_wait(10)
driver.maximize_window()
driver.get('http://sahitest.com/demo/clicks.htm')
click_btn = driver.find_element_by_xpath('//input[@value=""click me""]') # 单击按钮
doubleclick_btn = driver.find_element_by_xpath('//input[@value=""dbl click me""]') # 双击按钮
rightclick_btn = driver.find_element_by_xpath('//input[@value=""right click me""]') # 右键单击按钮
ActionChains(driver).click(click_btn).double_click(doubleclick_btn).context_click(rightclick_btn).perform() # 链式用法
print driver.find_element_by_name('t2').get_attribute('value')
sleep(2)
driver.quit()
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
结果：
[CLICK][DOUBLE_CLICK][RIGHT_CLICK]
1
2.鼠标移动
示例网址http://sahitest.com/demo/mouseover.htm
示例代码：
# -*- coding: utf-8 -*-
from selenium import webdriver
from selenium.webdriver.common.action_chains import ActionChains
from time import sleep
driver = webdriver.Firefox()
driver.implicitly_wait(10)
driver.maximize_window()
driver.get('http://sahitest.com/demo/mouseover.htm')
write = driver.find_element_by_xpath('//input[@value=""Write on hover""]') # 鼠标移动到此元素，在下面的input框中会显示“Mouse moved”
blank = driver.find_element_by_xpath('//input[@value=""Blank on hover""]') # 鼠标移动到此元素，会清空下面input框中的内容
result = driver.find_element_by_name('t1')
action = ActionChains(driver)
action.move_to_element(write).perform() # 移动到write，显示“Mouse moved”
print result.get_attribute('value')
# action.move_to_element(blank).perform()
action.move_by_offset(10, 50).perform() # 移动到距离当前位置(10,50)的点，与上句效果相同，移动到blank上，清空
print result.get_attribute('value')
action.move_to_element_with_offset(blank, 10, -40).perform() # 移动到距离blank元素(10,-40)的点，可移动到write上
print result.get_attribute('value')
sleep(2)
driver.quit()
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
结果
Mouse moved
Mouse moved
1
2
3
一般很少用位置关系来移动鼠标，如果需要，可参考下面的链接来测量元素位置
http://jingyan.baidu.com/article/eb9f7b6d87e2ae869264e847.html
3.拖拽
示例网址http://sahitest.com/demo/dragDropMooTools.htm
代码：
# -*- coding: utf-8 -*-
from selenium import webdriver
from selenium.webdriver.common.action_chains import ActionChains
from time import sleep
driver = webdriver.Firefox()
driver.implicitly_wait(10)
driver.maximize_window()
driver.get('http://sahitest.com/demo/dragDropMooTools.htm')
dragger = driver.find_element_by_id('dragger') # 被拖拽元素
item1 = driver.find_element_by_xpath('//div[text()=""Item 1""]') # 目标元素1
item2 = driver.find_element_by_xpath('//div[text()=""Item 2""]') # 目标2
item3 = driver.find_element_by_xpath('//div[text()=""Item 3""]') # 目标3
item4 = driver.find_element_by_xpath('//div[text()=""Item 4""]') # 目标4
action = ActionChains(driver)
action.drag_and_drop(dragger, item1).perform() # 1.移动dragger到目标1
sleep(2)
action.click_and_hold(dragger).release(item2).perform() # 2.效果与上句相同，也能起到移动效果
sleep(2)
action.click_and_hold(dragger).move_to_element(item3).release().perform() # 3.效果与上两句相同，也能起到移动的效果
sleep(2)
# action.drag_and_drop_by_offset(dragger, 400, 150).perform() # 4.移动到指定坐标
action.click_and_hold(dragger).move_by_offset(400, 150).release().perform() # 5.与上一句相同，移动到指定坐标
sleep(2)
driver.quit()
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
结果：
dropped dropped dropped dropped
1
一般用坐标定位很少，用上例中的方法1足够了，如果看源码，会发现方法2其实就是方法1中的drag_and_drop()的实现。注意：拖拽使用时注意加等待时间，有时会因为速度太快而失败。
4.按键
模拟按键有多种方法，能用win32api来实现，能用SendKeys来实现，也可以用selenium的WebElement对象的send_keys()方法来实现，这里ActionChains类也提供了几个模拟按键的方法。
示例网址http://sahitest.com/demo/keypress.htm
代码1：
# -*- coding: utf-8 -*-
from selenium import webdriver
from selenium.webdriver.common.action_chains import ActionChains
from time import sleep
driver = webdriver.Firefox()
driver.implicitly_wait(10)
driver.maximize_window()
driver.get('http://sahitest.com/demo/keypress.htm')
key_up_radio = driver.find_element_by_id('r1') # 监测按键升起
key_down_radio = driver.find_element_by_id('r2') # 监测按键按下
key_press_radio = driver.find_element_by_id('r3') # 监测按键按下升起
enter = driver.find_elements_by_xpath('//form[@name=""f1""]/input')[1] # 输入框
result = driver.find_elements_by_xpath('//form[@name=""f1""]/input')[0] # 监测结果
# 监测key_down
key_down_radio.click()
ActionChains(driver).key_down(Keys.CONTROL, enter).key_up(Keys.CONTROL).perform()
print result.get_attribute('value')
# 监测key_up
key_up_radio.click()
enter.click()
ActionChains(driver).key_down(Keys.SHIFT).key_up(Keys.SHIFT).perform()
print result.get_attribute('value')
# 监测key_press
key_press_radio.click()
enter.click()
ActionChains(driver).send_keys('a').perform()
print result.get_attribute('value')
driver.quit()
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
结果：
key downed charCode=[0] keyCode=[17] CTRL
key upped charCode=[0] keyCode=[16] NONE
key pressed charCode=[97] keyCode=[0] NONE
1
2
3
示例2：
示例网址http://sahitest.com/demo/label.htm
代码：
# -*- coding: utf-8 -*-
from selenium import webdriver
from selenium.webdriver.common.action_chains import ActionChains
from selenium.webdriver.common.keys import Keys
from time import sleep
driver = webdriver.Firefox()
driver.implicitly_wait(10)
driver.maximize_window()
driver.get('http://sahitest.com/demo/label.htm')
input1 = driver.find_elements_by_tag_name('input')[3]
input2 = driver.find_elements_by_tag_name('input')[4]
action = ActionChains(driver)
input1.click()
action.send_keys('Test Keys').perform()
action.key_down(Keys.CONTROL).send_keys('a').key_up(Keys.CONTROL).perform() # ctrl+a
action.key_down(Keys.CONTROL).send_keys('c').key_up(Keys.CONTROL).perform() # ctrl+c
action.key_down(Keys.CONTROL, input2).send_keys('v').key_up(Keys.CONTROL).perform() # ctrl+v
print input1.get_attribute('value')
print input2.get_attribute('value')
driver.quit()
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
结果：
Test Keys
Test Keys
1
2
复制粘贴用WebElement< input >.send_keys()也能实现，大家可以试一下，也可以用更底层的方法，同时也是os弹框的处理办法之一的win32api，有兴趣也可以试试SendKeys、keybd_event"
,,,
